the_geom,OBJECTID,ADDRESS,LOCATION,STREET,PLACEMENT,RACKS,SPACES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,INSTALL_YR,INSTALL_MO,LAT,LON
POINT (-122.434192008978 37.760747947876),2421,4063 18TH ST,Eureka Restaurant,18TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:03 AM +0000,{43211C1D-FF92-427E-989B-BFA1F4FC3F2D},2002,0,37.760743,-122.434179
POINT (-122.420713424457 37.791079299111),3391,1552 polk st,Common Sage,POLK,SIDEWALK,3,6,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:34 AM +0000,{E2266A03-A979-48A1-ACF4-6BDEDCAC6B61},2016,8,37.791074,-122.4207
POINT (-122.421210008006 37.755170948297),365,1100 VALENCIA ST,Lucca Raviola,VALENCIA,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:19 AM +0000,{3C5BAC70-5D26-4E69-9C19-032BF4AA6CCB},0,0,37.755166,-122.421197
POINT (-122.421520308548 37.758254688272),1196,900 VALENCIA ST,Dog Eared Books,20TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:39 AM +0000,{ED9AD673-6770-44A2-A73C-E04ED1BEEB2F},0,0,37.75825,-122.421507
POINT (-122.400427008976 37.787041947753),2829,126 NEW MONTGOMERY ST,UNKNOWN,NEW MONTGOMERY,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:33 AM +0000,{300DFA97-C324-4B7E-A183-CA1D27CD1792},2003,0,37.787037,-122.400414
POINT (-122.421068008937 37.766277947789),2356,110 JULIAN AVE,UNKNOWN,JULIAN,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:53 AM +0000,{E6B1E69C-571D-4A4A-8646-CF0FBC7022F8},2006,0,37.766273,-122.421055
POINT (-122.388811440186 37.76136210638),3324,2230 03rd Street,Skully,03RD,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:33 AM +0000,{3F093AE7-E205-4D2F-917A-27A97F4017BF},2017,2,37.761357,-122.388798
POINT (-122.438887008598 37.77273694817),629,1195 OAK ST,Oakside Cafe,OAK,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:21 AM +0000,{2AAF8267-5CCD-4B4C-A40E-A92ED56E0E6A},2000,0,37.772732,-122.438874
POINT (-122.401068509381 37.796891738264),614,326 JACKSON ST,Hair Designers of Jackson Square,JACKSON,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:21 AM +0000,{CE762206-C256-4A9E-9706-7C026356EC61},2010,9,37.796887,-122.401055
POINT (-122.465920008754 37.763155948171),861,1348 09TH AVE,Bika Yoga Studio,09TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:38 AM +0000,{AF3D215E-E86F-42D3-960F-BA9521DAB9C3},2003,0,37.763151,-122.465907
POINT (-122.420769409571 37.7874063784),1775,1243 SUTTER ST,Natural Mattress Store,SUTTER,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:03 AM +0000,{2E7951BB-1BA4-458A-B0E3-89A668C2E240},2013,11,37.787401,-122.420756
POINT (-122.410257109213 37.781974947805),499,1001 MARKET ST,Homeskillet,06TH,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:34 AM +0000,{3C37470D-E976-4F0D-AF8E-5E7F0FE84727},2015,1,37.78197,-122.410244
POINT (-122.397411609401 37.759764437852),256,1601 20TH ST,Dave's Food Store,20TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:33 AM +0000,{5426BD45-B6B4-450D-A841-B729DC826E6F},2002,0,37.759759,-122.397398
POINT (-122.418919921316 37.758013997251),2855,2441 MISSION ST,Shambala Healing Arts Center,MISSION,SIDEWALK,0,3,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:36 AM +0000,{1A173E87-E98F-4407-A0C4-0B6762F73CFA},2015,11,37.758009,-122.418907
POINT (-122.50029381746 37.762614236022),2916,3960 IRVING ST,Clancey's Market & Deli,IRVING,SIDEWALK,2,4,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:37 AM +0000,{F41D9B3B-25DA-474A-80BB-CEEE535A9035},2015,10,37.762609,-122.500281
POINT (-122.394083008739 37.77470394792),1525,960 04TH ST,Mission Bay Public Library,04TH,SIDEWALK,6,12,,,MTA,10/21/2017 12:21:49 AM +0000,{733F7959-18F1-4526-A029-291B3295EFD4},2012,4,37.774699,-122.39407
POINT (-122.449896009143 37.769428947026),2659,1665 HAIGHT ST,UNKNOWN,HAIGHT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:35 AM +0000,{55C2E729-3F35-4388-A4FA-A11FDDB7CE2D},2006,0,37.769424,-122.449883
POINT (-122.397163008496 37.762345947765),654,1453 18TH ST,Chez Maman,18TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:36 AM +0000,{F5C87D0F-0771-43C4-B1F6-4FB780D4DACA},2002,0,37.762341,-122.39715
POINT (-122.392958011513 37.728557557697),3320,2200 Lane Street,Four Mile Cleaners,WALLACE,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:32 AM +0000,{668C2250-10E9-4A6A-B233-667B2B6CB47E},2017,2,37.728553,-122.392945
POINT (-122.407910009157 37.764155947968),305,2415 17TH ST,ASN Natural Stone,17TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:51 AM +0000,{32C1B798-4ABC-49B2-A161-250C9F9B37D7},2012,7,37.764151,-122.407897
POINT (-122.466137365322 37.782940124699),3370,658 Clement,JVD Global,CLEMENT,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:34 AM +0000,{B949D116-549A-47D7-8A53-6F9A01F5CAC0},2016,11,37.782935,-122.466124
POINT (-122.462662008817 37.783275947467),808,316 CLEMENT ST,Chung Chou City,CLEMENT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:37 AM +0000,{800F6675-57CF-46B7-9985-35F2B352C26D},2002,0,37.783271,-122.462649
POINT (-122.497311309007 37.749679987667),711,3151 ORTEGA ST,A.P. Giannini MS,ORTEGA,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:23 AM +0000,{F4B73D4C-9913-415B-A4B5-D7B489D3F852},2013,3,37.749675,-122.497298
POINT (-122.408778008696 37.782886947343),2546,945 MARKET ST,UNKNOWN,MARKET,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:25 AM +0000,{F0F23716-F016-4BA5-B0FC-99F083AA4584},0,0,37.782882,-122.408765
POINT (-122.441670307614 37.79074295992),2864,2938 WASHINGTON ST,San Francisco Waldorf School,WASHINGTON,SIDEWALK,2,4,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:36 AM +0000,{67184DCB-1C85-413C-B8DC-7DE8AB8D8A8D},2015,12,37.790738,-122.441657
POINT (-122.417126008896 37.782608947881),2802,500 LARKIN ST,Copy Center,LARKIN,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:25 AM +0000,{5E03E93A-E096-42A1-9560-6AC6EC9897D0},2010,10,37.782604,-122.417113
POINT (-122.429443009152 37.76885394805),1582,130 CHURCH ST,Golden Natural Foods,CHURCH,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:53 AM +0000,{22F9810C-42C0-4726-BFF2-C7CA4A7164B0},2011,8,37.768849,-122.42943
POINT (-122.416879107831 37.755706298521),2148,1096 SOUTH VAN NESS AVE,Urban Putt,SOUTH VAN NESS,ROADWAY,5,10,,,MTA,10/21/2017 12:22:03 AM +0000,{6060C2DD-C020-42FC-AD97-461BFEE47265},2014,12,37.755701,-122.416866
POINT (-122.45178500884 37.769035947165),794,620 SHRADER ST,UNKNOWN,SHRADER,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:37 AM +0000,{2D79170F-4BF4-4046-A401-31AFB324822A},2004,0,37.769031,-122.451772
POINT (-122.40735100863 37.777446947957),2772,1070 FOLSOM ST,UNKNOWN,FOLSOM,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:24 AM +0000,{0D6FC149-B85A-47C0-9CC1-A6E973BDB5B9},2005,0,37.777442,-122.407338
POINT (-122.410677008982 37.788722947552),841,625 SUTTER ST,Academy of Art University,SUTTER,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:38 AM +0000,{E878557C-48FD-4CFC-B0B5-F48EC57B3C0E},2011,11,37.788718,-122.410664
POINT (-122.432295008444 37.779233948307),1931,1099 FILLMORE ST,El Bethel Terrace,FILLMORE,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:50 AM +0000,{DCDF8E33-E4AF-4362-8060-E6694C7FC619},2002,0,37.779229,-122.432282
POINT (-122.420748009583 37.749907948028),2578,1432 VALENCIA ST,Pi Bar,VALENCIA,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:33 AM +0000,{1ABD294D-9693-4DC7-A4E6-8B307D26490B},2013,4,37.749903,-122.420735
POINT (-122.423502008791 37.794020947925),2039,1700 JACKSON ST,UNKNOWN,JACKSON,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:52 AM +0000,{3FA58490-B90A-4F49-903A-770E5F833BF3},2003,0,37.794016,-122.423489
POINT (-122.470532008115 37.782849948139),375,1032 CLEMENT ST,Cafe la Flore,CLEMENT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:20 AM +0000,{511009FC-847C-4ABF-A566-2BCD32E9A67E},2003,0,37.782845,-122.470519
POINT (-122.404896308414 37.784707748279),2460,70 04TH ST,Cole Hardware,04TH,SIDEWALK,2,4,,,MTA,10/21/2017 12:22:03 AM +0000,{8614204B-8E67-4E26-ABBE-C94FD84279C5},2015,7,37.784703,-122.404883
POINT (-122.419844008179 37.76003294772),328,3431 19TH ST,Hog & Rocks,19TH,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:33 AM +0000,{189A2C9E-D217-41E5-AE0F-435F1C963B7A},2012,5,37.760028,-122.419831
POINT (-122.485212443475 37.78208378123),3236,2428 Clement St,Taste of Formosa,CLEMENT,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:48 AM +0000,{A57D9E06-5C7D-4E01-837A-646EBAB4E2CB},2017,5,37.782079,-122.485199
POINT (-122.421041009112 37.753345947433),1051,1218 VALENCIA ST,Cut Loose,VALENCIA,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:23 AM +0000,{9F154BF2-E901-400F-B526-B736D77E43C2},2004,0,37.753341,-122.421028
POINT (-122.392370009115 37.75740994792),308,None,Caltrain,22ND,PARCEL,9,18,,,MTA,10/21/2017 12:21:33 AM +0000,{A8247C0F-216A-45CA-A3AA-215E3769340D},0,0,37.757405,-122.392357
POINT (-122.439174009431 37.800175948498),1657,3252 PIERCE ST,UNKNOWN,PIERCE,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:02 AM +0000,{76B7587F-9B61-48B1-8E7E-82BDAE3B75A1},2002,0,37.800171,-122.439161
POINT (-122.411516008994 37.778329947963),1685,1133 MISSION ST,Asian Pacific Islander Legal,MISSION,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:02 AM +0000,{9E98EE12-AF3F-4A69-9F28-83D8B96088BE},2003,0,37.778325,-122.411503
POINT (-122.421932009724 37.772550947821),2670,1695 MARKET ST,Delessio Market & Bakery,MARKET,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:35 AM +0000,{29F15672-B014-4C46-B536-292E3CE3F478},2004,0,37.772546,-122.421919
POINT (-122.421550008507 37.746559947541),2765,555 SAN JOSE AVE,St. Luke's,DUNCAN,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:24 AM +0000,{037E0D90-767B-44DD-92F8-0BAF655F85C1},2004,0,37.746555,-122.421537
POINT (-122.466506008493 37.784510947971),1033,4555 CALIFORNIA ST,Village Market,CALIFORNIA,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:38 AM +0000,{5903F2F2-1F63-4D37-B451-CA48E7550ED0},2011,6,37.784506,-122.466493
POINT (-122.413557008382 37.781667947909),2442,183 GOLDEN GATE AVE,UNKNOWN,GOLDEN GATE,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:03 AM +0000,{C0CB06B2-8EE8-45FF-A7EC-162B020C1958},2006,0,37.781663,-122.413544
POINT (-122.392683408985 37.773446787928),60,300 CHANNEL ST,UNKNOWN,CHANNEL,SIDEWALK,3,3,,,MTA,10/21/2017 12:21:23 AM +0000,{128A393E-9B51-45F1-9BBB-ECFD89718911},2002,0,37.773442,-122.39267
POINT (-122.423905309829 37.761569231215),3502,598 GUERRERO ST,Izakaya Yuzuki,GUERRERO,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:34 AM +0000,{0F9F63C5-0A84-41B4-AE0E-0CEC27E718F6},2016,10,37.761564,-122.423892
POINT (-122.423337008617 37.776224947845),2512,315 LINDEN ST,Blue Bottle Cafe,LINDEN,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:24 AM +0000,{58E44767-E92F-4159-BA7E-F5A716B8DBB3},2011,1,37.77622,-122.423324
POINT (-122.476094057756 37.776620371493),3334,1617 Balboa,Pace Learning,BALBOA,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:33 AM +0000,{FB2D398B-63A4-4E69-BD66-7F374FA2389F},2016,10,37.776615,-122.476081
POINT (-122.413317971818 37.762275196957),3533,3118 18th Street,Condo Association,18TH,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:36 AM +0000,{64140030-626C-43B0-8E06-56365A9D4D33},2016,8,37.76227,-122.413305
POINT (-122.409791007617 37.771948947936),2218,430 09TH ST,UNKNOWN,09TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:50 AM +0000,{A209C0AF-019C-4D8D-9990-A5FF10A8549C},2003,0,37.771944,-122.409778
POINT (-122.420517007813 37.757141948212),2907,3274 21ST ST,Serrano's Pizza & Pasta,21ST,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:37 AM +0000,{3AFBA606-1FDD-4C42-A4DF-06DB287EC1B8},2003,0,37.757137,-122.420504
POINT (-122.421200759928 37.764895690857),1615,3071 16th St,Pancho Villa Taqueria,16TH,SIDEWALK,2,4,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:49 AM +0000,{A4300229-2949-4A68-887E-456D370DB95B},2015,11,37.764891,-122.421188
POINT (-122.405166008868 37.780832947999),2343,921 HOWARD ST,Dreams Interior,HOWARD,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:53 AM +0000,{4F577388-174F-480F-A7C4-FEFED853FF53},2004,0,37.780828,-122.405153
POINT (-122.431458809139 37.765832348171),2012,2200 MARKET ST,Hecho,MARKET,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:52 AM +0000,{F25CA200-8AA8-476E-B197-B643244BB482},2015,7,37.765827,-122.431446
POINT (-122.420316209279 37.74496254801),1894,3230 MISSION ST,Emmy's Spaghetti Shack,MISSION,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:50 AM +0000,{A0445B13-6295-4810-B10D-4C3B963289D4},2015,7,37.744958,-122.420303
POINT (-122.404933908917 37.794709428768),304,733 KEARNY ST,Portsmouth Garage,KEARNY,GARAGE,7,14,,,MTA,10/21/2017 12:21:19 AM +0000,{A8A75A86-4529-487E-93E6-8B34E1C29BA8},2015,5,37.794704,-122.404921
POINT (-122.430153995824 37.800731123814),185,1738 LOMBARD ST,Relax Feet Massage,LOMBARD,SIDEWALK,2,4,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:51 AM +0000,{4A935F64-1101-428B-8957-2DF79DACB40E},2015,9,37.800726,-122.430141
POINT (-122.432062008682 37.764554947961),125,2275 MARKET ST,UNKNOWN,MARKET,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:24 AM +0000,{30FF27F0-62CC-4564-9FC1-E64DC101D6C1},2002,0,37.76455,-122.432049
POINT (-122.464096008618 37.785312947935),1597,4334 CALIFORNIA ST,6th Avenue Salon,CALIFORNIA,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:49 AM +0000,{9F8CA706-5663-4EB8-9764-39E462AD1360},2010,0,37.785308,-122.464083
POINT (-122.412761008374 37.752387948037),251,1113 TREAT AVE,bike shop,TREAT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:19 AM +0000,{5756CDAF-F5B5-483C-98F8-CC26315A6202},2012,2,37.752383,-122.412748
POINT (-122.420335528682 37.805926137139),3266,2718 Hyde Street,Various,HYDE,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:49 AM +0000,{A539F45A-EEF9-4C36-A433-D5535C8A52D7},2017,4,37.805921,-122.420322
POINT (-122.405671016016 37.781028438593),3253,926 Howard Street,TechShop,HOWARD,SIDEWALK,3,6,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:49 AM +0000,{1EFDA696-39AD-48E9-BD43-6134A4F326F1},2017,4,37.781023,-122.405658
POINT (-122.440307820352 37.770790850593),48,BUENA VISTA PARK EAST AND DUBOCE ST,Buena Vista Park,BUENA VISTA PARK EAST,SIDEWALK,2,4,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:23 AM +0000,{FBA461A3-5728-47CF-9643-838601813F00},2015,10,37.770786,-122.440295
POINT (-122.434694008508 37.762288347375),1991,3985 17TH ST,Sun Days Tanning,17TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:51 AM +0000,{B16F0E35-E653-46D1-A66F-EF1DB02DADD9},2010,11,37.762283,-122.434681
POINT (-122.420903996939 37.77708248369),3548,275 Hayes Street,Nourse Theater,HAYES,SIDEWALK,2,4,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:36 AM +0000,{B3E62E40-8F29-4DFA-94C0-72A53E6AE433},2016,8,37.777078,-122.420891
POINT (-122.415111009217 37.768813947424),2474,82 14TH ST,Chez Spencer,14TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:24 AM +0000,{1F51D42F-8B29-4C98-A438-BCF83AE5C3F8},2003,0,37.768809,-122.415098
POINT (-122.426429108638 37.77626674837),2793,525 LAGUNA ST,Suppenkuche,HAYES; LAGUNA,SIDEWALK,3,6,,,MTA,10/21/2017 12:21:25 AM +0000,{EE736B94-3C11-418D-B8FC-552F461279A3},2015,1,37.776262,-122.426416
POINT (-122.406247008139 37.778622948288),2096,270 06TH ST,Gene Friend Recreation Center,06TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:01 AM +0000,{8382500A-77D7-4E47-BDBC-4F5AD64D1A89},2003,0,37.778618,-122.406234
POINT (-122.433620107911 37.778611918258),823,1300 MCALLISTER ST,residential,MCALLISTER,PARCEL,1,6,,,MTA,10/21/2017 12:21:38 AM +0000,{48CFBDD4-60A6-4650-815D-210C3DF74D4A},2010,0,37.778607,-122.433607
POINT (-122.417255009493 37.762503948197),1140,663 SOUTH VAN NESS AVE,Citywide Logistics,18TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:39 AM +0000,{9B1EDEEA-45AF-49CD-BEDB-884D8C9A7546},2004,0,37.762499,-122.417242
POINT (-122.40720900907 37.71227794743),929,185 LELAND AVE,residential,LELAND,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:48 AM +0000,{F8ABF2DC-BD81-447F-AB56-34EB1D4B3D12},2009,0,37.712273,-122.407196
POINT (-122.40640400912 37.784396697579),347,835 MARKET ST,San Francisco State Downtown Campus,MARKET,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:19 AM +0000,{4E37558D-F5B1-4DD7-ADB2-9BCDA8D07916},2013,11,37.784392,-122.406391
POINT (-122.429690008351 37.76733894752),1576,2124 MARKET ST,Blackbird Bar,MARKET,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:53 AM +0000,{B909BD8D-8DAA-49D3-AA8A-DB7AB4540D0E},2011,5,37.767334,-122.429677
POINT (-122.390450008238 37.768769947528),2097,550 GENE FRIEND WAY,UCSF Mission Bay South Street Retail & Bench Area,GENE FRIEND,PARCEL,1,7,,,MTA,10/21/2017 12:22:01 AM +0000,{EBA49A27-5DB6-467C-8E46-C4FC15B69805},2005,0,37.768765,-122.390437
POINT (-122.41516010866 37.803965747866),1769,1016 COLUMBUS AVE,UNKNOWN,COLUMBUS,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:03 AM +0000,{72C78A56-C26D-4398-BB11-F6869A11525B},2006,0,37.803961,-122.415147
POINT (-122.433561363663 37.787028680711),1788,1901 FILLMORE ST,Crossroads Trading Co.,FILLMORE; BUSH,SIDEWALK,2,4,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:22:03 AM +0000,{B1642572-8BB8-445E-AD2C-44665409E6CB},2015,10,37.787024,-122.433548
POINT (-122.423286508334 37.784249187974),261,1111 OFARRELL ST,Urban Life Center,OFARRELL,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:51 AM +0000,{251922A0-CBEF-44B6-BDE2-FB05BDDABC13},2013,7,37.784244,-122.423273
POINT (-122.405302008758 37.731021947957),1470,2450 SAN BRUNO AVE,SFI Windows & Cabinets,SAN BRUNO,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:52 AM +0000,{C0FE4343-498E-4AAF-9547-9AE04835CB39},0,0,37.731017,-122.405289
POINT (-122.404549007981 37.730498848331),2106,2499 SAN BRUNO AVE,Breakfast at Tiffany's,SAN BRUNO,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:01 AM +0000,{FA5F3B33-FDD2-4718-A5AB-FF61008817F1},2015,6,37.730494,-122.404536
POINT (-122.434866508587 37.762277907715),2366,3991 17TH ST,Gotham,17TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:53 AM +0000,{926D9B76-CE57-4220-92CF-568D5A9119B4},2010,11,37.762273,-122.434853
POINT (-122.400486037728 37.793078997202),3448,345 California Street,Willis Towers Watson,BATTERY,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:35 AM +0000,{4E87E270-CA3F-48C3-95B7-9EA0FB7EF498},2017,1,37.793074,-122.400473
POINT (-122.421488008263 37.757264948427),2377,980 VALENCIA ST,Vanilla Saffron Imports,VALENCIA,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:01 AM +0000,{C777E1B2-73FE-4482-B3F3-FBE7F824ACC9},2002,0,37.75726,-122.421475
POINT (-122.433389008365 37.751580947305),1387,4068 24TH ST,Qoio,24TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:52 AM +0000,{C258010A-CF93-4B44-9293-89640F8D6262},2004,0,37.751576,-122.433376
POINT (-122.418755009005 37.751517948365),1187,2832 MISSION ST,Rosamunde Sausage Catering,MISSION,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:21 AM +0000,{9D7E38F1-AB47-4056-AD00-7A310218105A},2006,0,37.751513,-122.418742
POINT (-122.424189008069 37.761361947703),275,3621 18TH ST,Delfina,18TH,ROADWAY,6,12,,,MTA,10/21/2017 12:21:33 AM +0000,{C0FE3E42-A40F-4939-969D-AE011D4298F0},2012,6,37.761357,-122.424176
POINT (-122.466712008494 37.765062948075),2867,1247 09TH AVE,Sunset Gym,09TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:36 AM +0000,{E3D8F3B3-8592-4232-9D2F-DD0311F02009},2002,0,37.765058,-122.466699
POINT (-122.449289008267 37.78761294709),454,3435 SACRAMENTO ST,UNKNOWN,SACRAMENTO,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:20 AM +0000,{CE05BDC3-AFB6-4D2A-B957-7630C9012310},2006,0,37.787608,-122.449276
POINT (-122.414516008273 37.754200947525),696,2698 FOLSOM ST,Red Poppy Art House,23RD,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:36 AM +0000,{FEA74183-5F28-47C0-BB91-4F00221B5487},2013,4,37.754196,-122.414503
POINT (-122.456608007973 37.724232947572),2505,1300 OCEAN AVE,Viking Submarines,OCEAN,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:24 AM +0000,{D389345C-9065-4E04-9431-61C4AC6F8BFC},2010,0,37.724228,-122.456595
POINT (-122.410625008908 37.752476948015),2,2929 24TH ST,Live Fit Gym,24TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:33 AM +0000,{75387585-D8F2-4E6E-BE1B-F1735EA97CF9},2003,0,37.752472,-122.410612
POINT (-122.402024008607 37.765724948088),1701,300 DE HARO ST,San Francisco Center for the Book,16TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:49 AM +0000,{612E9A72-F015-49BA-AAB9-2FCBA29777D1},0,0,37.76572,-122.402011
POINT (-122.407562008897 37.762196947908),1386,2500 18TH ST,Homeless Prenatal Program,18TH; POTRERO,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:52 AM +0000,{DE5ABA03-DB01-4CC6-950E-0AF64F0AD0CD},2015,1,37.762192,-122.407549
POINT (-122.411038008341 37.797619948104),2316,840 BROADWAY,Jean Parker CDC,BROADWAY,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:52 AM +0000,{FFFD57D6-B584-4EBD-B641-DEB97697BDD6},2013,3,37.797615,-122.411025
POINT (-122.455434008946 37.76576894756),2995,639 FREDERICK ST,ArcoSports,FREDERICK,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:39 AM +0000,{9B5BE3B4-FF2E-460F-AC66-E62A8A62F6C3},2013,1,37.765764,-122.455421
POINT (-122.404389007994 37.775397947748),1569,850 BRYANT ST,SFPD Southern Station,BRYANT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:53 AM +0000,{0B2FD0CB-3F90-4CC1-86CE-BFC011F728A7},2002,0,37.775393,-122.404376
POINT (-122.471711008557 37.782307947487),243,300 FUNSTON AVE,Internet Archive,FUNSTON,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:19 AM +0000,{602D1190-DBAF-4A5E-9F96-6A019B3608A7},2011,6,37.782303,-122.471698
POINT (-122.410403508353 37.783377848629),999,80 TURK ST,CounterPULSE,TURK,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:48 AM +0000,{5444AEA1-93E5-402E-AED1-380EAFCCB20B},2015,1,37.783373,-122.41039
POINT (-122.43340600833 37.764390948675),549,3600 16TH ST,Lookout and Squat & Gobble,16TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:35 AM +0000,{7253102A-4DC0-4EAC-A2B3-A75738DA4EE5},2003,0,37.764386,-122.433393
POINT (-122.410050008286 37.774667947975),1274,1201 FOLSOM ST,Leather Etc.,FOLSOM,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:22 AM +0000,{CE03A57F-EFB2-43FE-AC2B-A70EB8B467A6},2003,0,37.774663,-122.410037
POINT (-122.431215008529 37.764538948265),371,3506 16TH ST,Ike's Place,16TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:52 AM +0000,{A15D8823-7532-4954-A1B9-E31BD32890BB},2010,0,37.764534,-122.431202
POINT (-122.46462908667 37.782867350376),3366,517 Clement,101 Super Mart,CLEMENT,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:34 AM +0000,{8A89022D-7826-4787-A4E4-695FADA4CDD1},2017,1,37.782862,-122.464616
